0,1   , 1535.04394531 , False
0,3   , 1605.61425781 , False
0,5   , 1627.78076172 , False
0,0   , 1652.66699219 , False
0,4   , 1675.5559082 , False
0,2   , 1699.29101562 , False
0,7   , 1564.63110352 , False
0,6   , 1685.42016602 , False
0,11  , 1605.8840332 , False
0,8   , 1675.97802734 , False
0,9   , 1668.16186523 , False
0,10  , 1661.09008789 , False
0,12  , 1638.99389648 , False
0,13  , 1618.80493164 , False
0,15  , 1609.85498047 , False
0,16  , 1674.45703125 , False
0,14  , 1742.95996094 , False
0,17  , 1898.42285156 , False
0,18  , 1678.47070312 , False
0,19  , 1658.39990234 , False
0,20  , 1680.83911133 , False
0,21  , 1686.73022461 , False
0,23  , 1849.49975586 , False
0,22  , 2048.34521484 , False
0,24  , 1619.4230957 , False
0,25  , 1637.72900391 , False
0,26  , 1592.33496094 , False
0,27  , 1617.078125 , False
0,28  , 1918.6640625 , False
0,29  , 1968.12207031 , False
1,2   , 3398.17407227 , True
1,0   , 3786.43383789 , True
1,1   , 3796.90600586 , True
1,3   , 3782.07397461 , True
1,5   , 3612.76196289 , True
1,4   , 3783.37915039 , True
1,6   , 3434.16625977 , False
1,7   , 3469.37109375 , False
1,8   , 3557.29321289 , False
1,9   , 3477.20922852 , False
1,11  , 3392.75415039 , False
1,10  , 3588.52612305 , False
1,12  , 3343.30712891 , True
1,14  , 3306.13598633 , True
1,13  , 3763.39892578 , True
1,15  , 3618.04907227 , True
1,16  , 3706.875 , True
1,17  , 3719.88891602 , True
1,18  , 2471.81713867 , False
1,19  , 2908.46411133 , False
1,20  , 3177.17211914 , False
1,21  , 3275.54516602 , False
1,22  , 3074.49609375 , False
1,23  , 3178.88696289 , False
1,24  , 3849.97192383 , False
1,26  , 3043.05981445 , False
1,25  , 3648.125 , False
1,28  , 2886.45507812 , False
1,27  , 3548.30810547 , False
1,29  , 3598.9453125 , False
2,0   , 6144.83227539 , True
2,1   , 6054.10327148 , True
2,2   , 6189.08422852 , True
2,3   , 5912.38085938 , True
2,4   , 5955.43383789 , True
2,5   , 5522.66772461 , True
2,6   , 5969.76000977 , False
2,7   , 5601.57983398 , False
2,9   , 5790.34667969 , False
2,11  , 5372.48583984 , False
2,8   , 6307.00708008 , False
2,10  , 5939.64111328 , False
2,12  , 6176.36303711 , True
2,14  , 5628.70385742 , True
2,13  , 6273.68017578 , True
2,15  , 6176.56396484 , True
2,17  , 6046.02905273 , True
2,16  , 6622.49609375 , True
2,18  , 5285.71484375 , True
2,20  , 5598.56884766 , True
2,19  , 5801.02294922 , True
2,21  , 5605.63989258 , True
2,23  , 5329.38183594 , True
2,22  , 6275.10229492 , True
2,24  , 6232.43408203 , False
2,26  , 5533.11010742 , False
2,27  , 5941.64404297 , False
2,25  , 6725.55688477 , False
2,29  , 5562.40112305 , False
2,28  , 6540.58691406 , False
3,3   , 7302.14306641 , True
3,1   , 8925.68798828 , True
3,0   , 9102.91088867 , True
3,5   , 7392.7409668 , True
3,2   , 8943.27197266 , True
3,4   , 8815.57202148 , True
3,6   , 8736.84912109 , True
3,9   , 8747.40380859 , True
3,7   , 9764.09301758 , True
3,8   , 9786.61303711 , True
3,11  , 9118.10205078 , True
3,10  , 9662.31689453 , True
3,13  , 8332.90380859 , True
3,14  , 7842.70092773 , True
3,12  , 9727.68603516 , True
3,15  , 9857.82495117 , True
3,16  , 9720.02099609 , True
3,17  , 9993.5168457 , True
3,18  , 7414.48999023 , True
3,19  , 8268.78100586 , True
3,20  , 8582.05786133 , True
3,23  , 6618.578125 , True
3,21  , 7971.14990234 , True
3,22  , 8250.0690918 , True
3,24  , 9273.60302734 , True
3,27  , 7944.94287109 , True
3,28  , 7398.54467773 , True
3,25  , 10211.9711914 , True
3,26  , 10165.3251953 , True
3,29  , 10155.0478516 , True
4,1   , 10558.4589844 , True
4,0   , 13037.9702148 , True
4,4   , 10676.927002 , True
4,2   , 12169.559082 , True
4,3   , 13051.0083008 , True
4,5   , 12156.8110352 , True
4,9   , 9214.06591797 , False
4,6   , 12210.6672363 , False
4,10  , 10207.7382812 , False
4,7   , 12784.4931641 , False
4,8   , 12842.7050781 , False
4,11  , 12106.4719238 , False
4,12  , 11596.5109863 , True
4,14  , 11100.0031738 , True
4,13  , 12757.9667969 , True
4,17  , 9274.2199707 , True
4,15  , 13063.4379883 , True
4,16  , 13071.7087402 , True
4,18  , 11464.9023438 , True
4,19  , 12609.5891113 , True
4,20  , 12548.5966797 , True
4,21  , 12199.994873 , True
4,22  , 12680.5209961 , True
4,23  , 12643.5649414 , True
4,24  , 11559.8500977 , True
4,25  , 12295.7822266 , True
4,27  , 11281.8371582 , True
4,26  , 12912.0949707 , True
4,28  , 12702.1950684 , True
4,29  , 13321.824707 , True
5,0   , 13271.4702148 , True
5,2   , 13697.9951172 , True
5,1   , 15060.6679688 , True
5,3   , 14815.7250977 , True
5,4   , 14423.2319336 , True
5,5   , 13854.4069824 , True
5,6   , 13736.3549805 , False
5,7   , 13797.2692871 , False
5,8   , 13642.1682129 , False
5,9   , 14581.1760254 , False
5,10  , 14473.0419922 , False
5,11  , 14184.7248535 , False
5,12  , 17846.1740723 , True
5,13  , 16869.2280273 , True
5,14  , 17059.0390625 , True
5,15  , 18155.1069336 , True
5,16  , 17708.2719727 , True
5,17  , 17954.5148926 , True
5,18  , 16707.1308594 , True
5,19  , 17052.6530762 , True
5,20  , 17273.4023438 , True
5,21  , 16548.8962402 , True
5,22  , 17206.590332 , True
5,23  , 17888.0268555 , True
5,24  , 16611.0161133 , True
5,25  , 17219.4418945 , True
5,26  , 16453.4057617 , True
5,27  , 16119.6408691 , True
5,28  , 17000.901123 , True
5,29  , 16232.9768066 , True
6,0   , 20508.7080078 , True
6,1   , 21316.9001465 , True
6,2   , 21032.4719238 , True
6,3   , 20126.4182129 , True
6,5   , 18772.2971191 , True
6,4   , 20841.126709 , True
6,6   , 16335.8981934 , True
6,9   , 17063.0080566 , True
6,8   , 18327.9570312 , True
6,7   , 19653.3320312 , True
6,10  , 17631.5888672 , True
6,11  , 17540.7189941 , True
6,12  , 19882.5202637 , False
6,15  , 19282.0839844 , False
6,13  , 20953.111084 , False
6,14  , 22184.7687988 , False
6,16  , 21493.7270508 , False
6,17  , 21826.7419434 , False
6,18  , 20100.6928711 , False
6,21  , 16749.3752441 , False
6,19  , 19143.6340332 , False
6,20  , 19135.7280273 , False
6,22  , 18624.9958496 , False
6,23  , 19911.4921875 , False
6,24  , 20737.9501953 , True
6,26  , 17376.3139648 , True
6,28  , 17089.2609863 , True
6,25  , 20108.0249023 , True
6,27  , 20828.8688965 , True
6,29  , 20581.1228027 , True
7,0   , 23150.0720215 , True
7,1   , 22004.5061035 , True
7,3   , 22640.2680664 , True
7,2   , 23657.1499023 , True
7,4   , 24120.2822266 , True
7,5   , 22491.1010742 , True
7,7   , 19141.9108887 , True
7,6   , 22519.1330566 , True
7,9   , 19710.4448242 , True
7,10  , 20783.5158691 , True
7,8   , 23784.6230469 , True
7,11  , 24047.6828613 , True
7,14  , 20118.7509766 , True
7,13  , 24047.730957 , True
7,12  , 25438.828125 , True
7,15  , 21581.3427734 , True
7,16  , 21792.9311523 , True
7,17  , 21043.4279785 , True
7,20  , 17162.2932129 , True
7,21  , 16749.6447754 , True
7,18  , 23691.3388672 , True
7,19  , 23501.2871094 , True
7,22  , 23222.9941406 , True
7,23  , 23359.269043 , True
7,24  , 18648.848877 , False
7,25  , 22978.1040039 , False
7,26  , 20675.7050781 , False
7,27  , 26106.3100586 , False
7,28  , 25436.8457031 , False
7,29  , 25176.4248047 , False
8,0   , 28860.3078613 , True
8,1   , 24698.0432129 , True
8,2   , 28060.3269043 , True
8,4   , 26671.5661621 , True
8,3   , 30895.5808105 , True
8,5   , 32949.1342773 , True
8,7   , 24410.5810547 , True
8,6   , 36769.6867676 , True
8,10  , 24499.689209 , True
8,8   , 34985.9121094 , True
8,9   , 36656.0429688 , True
8,12  , 25096.2429199 , True
8,11  , 36923.157959 , True
8,14  , 25064.472168 , True
8,13  , 35278.8808594 , True
8,15  , 33458.3928223 , True
8,16  , 30280.6867676 , True
8,17  , 31935.8051758 , True
8,18  , 34941.4082031 , True
8,19  , 35182.3110352 , True
8,21  , 25094.3798828 , True
8,20  , 33744.447998 , True
8,22  , 26714.1369629 , True
8,23  , 32739.6049805 , True
8,26  , 29428.4680176 , True
8,25  , 32306.9921875 , True
8,24  , 34128.2370605 , True
8,27  , 29935.1560059 , True
8,28  , 31359.6931152 , True
8,29  , 39205.8540039 , True
9,2   , 29350.0742188 , True
9,1   , 40588.9711914 , True
9,4   , 35874.4838867 , True
9,3   , 39902.1889648 , True
9,0   , 47910.355957 , True
9,5   , 32589.7260742 , True
9,6   , 29507.6030273 , True
9,7   , 27985.6008301 , True
9,9   , 39321.2590332 , True
9,8   , 39378.0087891 , True
9,10  , 38256.0090332 , True
9,12  , 34154.4389648 , True
9,11  , 42072.986084 , False
9,13  , 34370.380127 , False
9,15  , 26428.3669434 , False
9,16  , 28768.5617676 , False
9,14  , 36641.7211914 , False
9,18  , 28551.184082 , True
9,20  , 24809.7258301 , True
9,17  , 41959.7028809 , True
9,19  , 39268.4331055 , True
9,21  , 37258.1442871 , True
9,23  , 28767.6918945 , True
9,22  , 38719.2729492 , True
9,24  , 33845.605957 , True
9,26  , 31263.3659668 , True
9,25  , 39741.4060059 , False
9,27  , 27946.3969727 , True
9,29  , 26275.8730469 , True
9,28  , 29010.0888672 , True
