4 , 35 ,404 8.07299805 , True
4 , 61 ,4110.67211914 , False
5 , 82 ,12723.3117 , True
5 , 85 ,12646.4240723 , True
5 , 92 ,6980.17578125 , False
0 , 3 ,886.080810547 , False
0 , 6 ,685.162841797 , False
0 , 12 ,679.922851562 , False
0 , 18 ,1014.84985352 , False
0 , 24 ,1311.83618164 , False
0 , 30 ,1569.55517578 , False
0 , 35 ,1994.53686523 , False
0 , 42 ,1302.01098633 , False
0 , 47 ,1447.36474609 , False
0 , 53 ,1812.24584961 , False
0 , 60 ,2033.18212891 , False
0 , 69 ,1364.34301758 , False
0 , 74 ,1478.83813477 , False
0 , 80 ,1472.43896484 , False
0 , 86 ,1374.91796875 , False
0 , 92 ,1329.63574219 , True
0 , 98 ,1274.39306641 , False
1 , 4 ,3365.63208008 , False
1 , 10 ,3407.70703125 , False
1 , 14 ,3627.51416016 , True
1 , 22 ,3795.88891602 , False
1 , 27 ,3224.35083008 , True
1 , 33 ,2970.76782227 , True
1 , 39 ,2853.42895508 , False
1 , 45 ,2852.53393555 , True
1 , 51 ,3069.27880859 , True
1 , 57 ,2275.25097656 , False
1 , 64 ,1343.68310547 , True
1 , 66 ,919.237060547 , True
1 , 72 ,876.670898438 , False
1 , 77 ,632.147949219 , False
1 , 79 ,944.328857422 , False
1 , 84 ,738.941894531 , False
1 , 87 ,1176.19287109 , True
1 , 92 ,1181.24902344 , True
1 , 98 ,1517.42431641 , False
2 , 4 ,3394.07885742 , True
2 , 10 ,2182.47387695 , True
2 , 16 ,1284.84399414 , True
2 , 19 ,1957.71777344 , True
2 , 24 ,2268.98510742 , True
2 , 27 ,2173.85888672 , False
2 , 32 ,1698.80712891 , True
2 , 35 ,2112.76708984 , False
2 , 41 ,2121.14501953 , True
2 , 46 ,2094.95898438 , False
2 , 50 ,1677.63500977 , True
2 , 55 ,1830.2277832 , False
2 , 57 ,2191.87011719 , True
2 , 63 ,1975.22192383 , False
2 , 67 ,2098.53588867 , True
2 , 71 ,1903.55004883 , True
2 , 77 ,2175.22216797 , False
2 , 81 ,2015.38305664 , False
2 , 85 ,1831.95996094 , False
2 , 89 ,1673.27709961 , True
2 , 93 ,1752.10620117 , False
2 , 97 ,1906.01123047 , False
3 , 1 ,3816.06591797 , True
3 , 6 ,3587.48901367 , True
3 , 13 ,2465.29711914 , True
3 , 14 ,3360.0559082 , True
3 , 20 ,2027.2980957 , False
